State,District,Year,Crop,Area,Production,Yield,Annual_Rainfall
Chhattisgarh,JANJGIR,2011,Onion,819.0,4482.0,5.472527472527473,732.0
Chhattisgarh,JANJGIR,2011,Sannhamp,106.0,178.0,1.679245283018868,732.0
Chhattisgarh,JANJGIR,2011,Sugarcane,297.0,1609.0,5.417508417508418,732.0
Chhattisgarh,JANJGIR,2011,Sweet potato,159.0,738.0,4.6415094339622645,732.0
Chhattisgarh,JANJGIR,2011,Turmeric,57.0,51.0,0.8947368421052632,732.0
Chhattisgarh,JANJGIR,2012,Banana,146.0,2917.0,19.97945205479452,387.3
Chhattisgarh,JANJGIR,2012,Coriander,451.0,119.0,0.2638580931263858,387.3
Chhattisgarh,JANJGIR,2012,Dry chillies,1135.0,1203.0,1.0599118942731278,387.3
Chhattisgarh,JANJGIR,2012,Garlic,35.0,105.0,3.0,387.3
Chhattisgarh,JANJGIR,2012,Ginger,28.0,30.0,1.0714285714285714,387.3
Chhattisgarh,JANJGIR,2012,Onion,841.0,2920.0,3.4720570749108206,387.3
Chhattisgarh,JANJGIR,2012,Sannhamp,84.0,24.0,0.2857142857142857,387.3
Chhattisgarh,JANJGIR,2012,Sugarcane,295.0,1000.0,3.389830508474576,387.3
Chhattisgarh,JANJGIR,2012,Sweet potato,153.0,747.0,4.882352941176471,387.3
Chhattisgarh,JANJGIR,2012,Turmeric,48.0,38.0,0.7916666666666666,387.3
Chhattisgarh,RAIPUR,2010,Banana,142.0,4870.0,34.29577464788732,2581.2
Chhattisgarh,RAIPUR,2010,Coriander,823.0,298.0,0.362089914945322,2581.2
Chhattisgarh,RAIPUR,2010,Dry chillies,1863.0,861.0,0.46215780998389694,2581.2
Chhattisgarh,RAIPUR,2010,Garlic,167.0,420.0,2.5149700598802394,2581.2
Chhattisgarh,RAIPUR,2010,Ginger,748.0,1006.0,1.3449197860962567,2581.2
Chhattisgarh,RAIPUR,2010,Onion,1364.0,8494.0,6.2272727272727275,2581.2
Chhattisgarh,RAIPUR,2010,Potato,1936.0,9687.0,5.003615702479339,2581.2
Chhattisgarh,RAIPUR,2010,Sannhamp,366.0,32.0,0.08743169398907104,2581.2
Chhattisgarh,RAIPUR,2010,Sugarcane,437.0,1343.0,3.073226544622426,2581.2
Chhattisgarh,RAIPUR,2010,Sweet potato,406.0,2120.0,5.221674876847291,2581.2
Chhattisgarh,RAIPUR,2010,Turmeric,166.0,159.0,0.9578313253012049,2581.2
Chhattisgarh,RAIPUR,2011,Banana,100.0,3741.0,37.41,2857.7
Chhattisgarh,RAIPUR,2011,Coconut,1.0,0.0,0.0,2857.7
Chhattisgarh,RAIPUR,2011,Coriander,703.0,194.0,0.2759601706970128,2857.7
Chhattisgarh,RAIPUR,2011,Dry chillies,1572.0,1516.0,0.9643765903307888,2857.7
Chhattisgarh,RAIPUR,2011,Garlic,441.0,1296.0,2.938775510204082,2857.7
Chhattisgarh,RAIPUR,2011,Ginger,1084.0,1270.0,1.1715867158671587,2857.7
Chhattisgarh,RAIPUR,2011,Onion,1661.0,9077.0,5.464780252859723,2857.7
Chhattisgarh,RAIPUR,2011,Sannhamp,533.0,1204.0,2.25891181988743,2857.7
Chhattisgarh,RAIPUR,2011,Sugarcane,1164.0,6853.0,5.88745704467354,2857.7
Chhattisgarh,RAIPUR,2011,Sweet potato,733.0,3592.0,4.900409276944066,2857.7
Chhattisgarh,RAIPUR,2011,Tobacco,10.0,4.0,0.4,2857.7
Chhattisgarh,RAIPUR,2011,Turmeric,383.0,345.0,0.9007832898172323,2857.7
Chhattisgarh,RAIPUR,2012,Banana,211.0,1907.0,9.037914691943127,3190.5
Chhattisgarh,RAIPUR,2012,Coriander,713.0,193.0,0.270687237026648,3190.5
Chhattisgarh,RAIPUR,2012,Dry chillies,1710.0,1717.0,1.004093567251462,3190.5
Chhattisgarh,RAIPUR,2012,Garlic,510.0,1310.0,2.5686274509803924,3190.5
Chhattisgarh,RAIPUR,2012,Ginger,1070.0,1296.0,1.2112149532710281,3190.5
Chhattisgarh,RAIPUR,2012,Onion,1704.0,5766.0,3.3838028169014085,3190.5
Chhattisgarh,RAIPUR,2012,Sannhamp,492.0,170.0,0.34552845528455284,3190.5
Chhattisgarh,RAIPUR,2012,Sugarcane,1085.0,3793.0,3.495852534562212,3190.5
Chhattisgarh,RAIPUR,2012,Sweet potato,632.0,3397.0,5.375,3190.5
Chhattisgarh,RAIPUR,2012,Tobacco,8.0,1.0,0.125,3190.5
Chhattisgarh,RAIPUR,2012,Turmeric,366.0,317.0,0.8661202185792349,3190.5
Chhattisgarh,RAIPUR,2013,Bajra,22.0,9.0,0.4090909090909091,3249.5
Chhattisgarh,RAIPUR,2013,Banana,204.0,8578.0,42.049019607843135,3249.5
Chhattisgarh,RAIPUR,2013,Coriander,713.0,201.0,0.28190743338008417,3249.5
Chhattisgarh,RAIPUR,2013,Dry chillies,1733.0,1304.0,0.7524523946912868,3249.5
Chhattisgarh,RAIPUR,2013,Garlic,569.0,1481.0,2.602811950790861,3249.5
Chhattisgarh,RAIPUR,2013,Ginger,945.0,1027.0,1.0867724867724868,3249.5
Chhattisgarh,RAIPUR,2013,Jowar,1379.0,762.0,0.5525743292240755,3249.5
Chhattisgarh,RAIPUR,2013,Onion,1906.0,14836.0,7.783840503672613,3249.5
Chhattisgarh,RAIPUR,2013,Sugarcane,1644.0,4693.0,2.854622871046229,3249.5
Chhattisgarh,RAIPUR,2013,Sweet potato,641.0,3396.0,5.297971918876755,3249.5
Chhattisgarh,RAIPUR,2013,Tobacco,8.0,4.0,0.5,3249.5
Chhattisgarh,RAIPUR,2013,Turmeric,405.0,313.0,0.7728395061728395,3249.5
Chhattisgarh,RAIPUR,2014,Banana,200.0,7692.0,38.46,2374.5
Chhattisgarh,RAIPUR,2014,Coriander,476.0,145.0,0.30462184873949577,2374.5
Chhattisgarh,RAIPUR,2014,Dry chillies,1850.0,1003.0,0.5421621621621622,2374.5
Chhattisgarh,RAIPUR,2014,Garlic,399.0,1069.0,2.6791979949874687,2374.5
Chhattisgarh,RAIPUR,2014,Ginger,888.0,1171.0,1.3186936936936937,2374.5
Chhattisgarh,RAIPUR,2014,Jowar,1223.0,934.0,0.7636958299264105,2374.5
Chhattisgarh,RAIPUR,2014,Onion,1072.0,5705.0,5.321828358208955,2374.5
Chhattisgarh,RAIPUR,2014,Sugarcane,2335.0,15882.0,6.801713062098501,2374.5
Chhattisgarh,RAIPUR,2014,Sweet potato,686.0,3831.0,5.584548104956268,2374.5
Chhattisgarh,RAIPUR,2014,Tobacco,21.0,9.0,0.42857142857142855,2374.5
Chhattisgarh,RAIPUR,2014,Turmeric,1083.0,918.0,0.8476454293628809,2374.5
Chhattisgarh,RAIPUR,2015,Banana,216.0,3918.0,18.13888888888889,1863.2
Chhattisgarh,RAIPUR,2015,Coriander,506.0,152.0,0.30039525691699603,1863.2
Chhattisgarh,RAIPUR,2015,Cotton(lint),7.0,16.0,2.2857142857142856,1863.2
Chhattisgarh,RAIPUR,2015,Dry chillies,1769.0,783.0,0.4426229508196721,1863.2
Chhattisgarh,RAIPUR,2015,Garlic,490.0,1260.0,2.5714285714285716,1863.2
Chhattisgarh,RAIPUR,2015,Ginger,1018.0,1393.0,1.3683693516699411,1863.2
Chhattisgarh,RAIPUR,2015,Jowar,1129.0,843.0,0.7466784765279008,1863.2
Chhattisgarh,RAIPUR,2015,Onion,1159.0,4179.0,3.6056945642795513,1863.2
Chhattisgarh,RAIPUR,2015,Sugarcane,1820.0,6064.0,3.331868131868132,1863.2
Chhattisgarh,RAIPUR,2015,Sweet potato,756.0,4144.0,5.481481481481482,1863.2
Chhattisgarh,RAIPUR,2015,Turmeric,1064.0,859.0,0.8073308270676691,1863.2
Chhattisgarh,RAIPUR,2016,Banana,218.0,5095.0,23.371559633027523,1401.3
Chhattisgarh,RAIPUR,2016,Coriander,447.0,133.0,0.2975391498881432,1401.3
Chhattisgarh,RAIPUR,2016,Cotton(lint),9.0,20.0,2.2222222222222223,1401.3
Chhattisgarh,RAIPUR,2016,Dry chillies,1821.0,1267.0,0.6957715540911587,1401.3
Chhattisgarh,RAIPUR,2016,Garlic,548.0,1331.0,2.428832116788321,1401.3
Chhattisgarh,RAIPUR,2016,Ginger,1091.0,1348.0,1.235563703024748,1401.3
Chhattisgarh,RAIPUR,2016,Jowar,1139.0,1383.0,1.2142230026338894,1401.3
Chhattisgarh,RAIPUR,2016,Onion,1230.0,5617.0,4.566666666666666,1401.3
Chhattisgarh,RAIPUR,2016,Sugarcane,2850.0,4569.0,1.6031578947368421,1401.3
Chhattisgarh,RAIPUR,2016,Sweet potato,800.0,4171.0,5.21375,1401.3
Chhattisgarh,RAIPUR,2016,Tobacco,5.0,3.0,0.6,1401.3
Chhattisgarh,RAIPUR,2016,Turmeric,1111.0,939.0,0.8451845184518452,1401.3
Chhattisgarh,RAIPUR,2019,Banana,324.0,2722.0,8.401234567901234,897.1
Chhattisgarh,RAIPUR,2019,Coriander,425.0,123.0,0.28941176470588237,897.1
Chhattisgarh,RAIPUR,2019,Cotton(lint),137.0,319.0,2.3284671532846715,897.1
Chhattisgarh,RAIPUR,2019,Dry chillies,1360.0,898.0,0.6602941176470588,897.1
Chhattisgarh,RAIPUR,2019,Garlic,379.0,956.0,2.5224274406332454,897.1
Chhattisgarh,RAIPUR,2019,Ginger,560.0,735.0,1.3125,897.1
Chhattisgarh,RAIPUR,2019,Jowar,472.0,625.0,1.3241525423728813,897.1
Chhattisgarh,RAIPUR,2019,Onion,1487.0,8624.0,5.799596503026227,897.1
Chhattisgarh,RAIPUR,2019,Sugarcane,2713.0,5115.0,1.8853667526723186,897.1
Chhattisgarh,RAIPUR,2019,Sunflower,285.0,86.0,0.3017543859649123,897.1
Chhattisgarh,RAIPUR,2019,Sweet potato,507.0,3000.0,5.9171597633136095,897.1
Chhattisgarh,RAIPUR,2019,Tobacco,6.0,4.0,0.6666666666666666,897.1
Chhattisgarh,RAIPUR,2019,Turmeric,408.0,360.0,0.8823529411764706,897.1
Chhattisgarh,SARGUJA,2010,Banana,12.0,337.0,28.083333333333332,792.9
Chhattisgarh,SARGUJA,2010,Coriander,825.0,214.0,0.2593939393939394,792.9
Chhattisgarh,SARGUJA,2010,Dry chillies,1201.0,646.0,0.5378850957535387,792.9
Chhattisgarh,SARGUJA,2010,Garlic,615.0,1269.0,2.0634146341463415,792.9
Chhattisgarh,SARGUJA,2010,Ginger,874.0,1179.0,1.3489702517162472,792.9
Chhattisgarh,SARGUJA,2010,Onion,1852.0,7060.0,3.812095032397408,792.9
Chhattisgarh,SARGUJA,2010,Potato,6709.0,26636.0,3.9701892979579667,792.9
Chhattisgarh,SARGUJA,2010,Sannhamp,375.0,71.0,0.18933333333333333,792.9
Chhattisgarh,SARGUJA,2010,Sugarcane,4802.0,10364.0,2.1582673885880883,792.9
Chhattisgarh,SARGUJA,2010,Sweet potato,1151.0,5084.0,4.417028670721112,792.9
Chhattisgarh,SARGUJA,2010,Tobacco,19.0,10.0,0.5263157894736842,792.9
Chhattisgarh,SARGUJA,2010,Turmeric,463.0,419.0,0.9049676025917927,792.9
Chhattisgarh,SARGUJA,2011,Banana,193.0,6493.0,33.64248704663213,1565.1
Chhattisgarh,SARGUJA,2011,Coconut,36.0,0.0,0.0,1565.1
Chhattisgarh,SARGUJA,2011,Coriander,312.0,79.0,0.2532051282051282,1565.1
Chhattisgarh,SARGUJA,2011,Dry chillies,864.0,770.0,0.8912037037037037,1565.1
Chhattisgarh,SARGUJA,2011,Garlic,236.0,688.0,2.9152542372881354,1565.1
Chhattisgarh,SARGUJA,2011,Ginger,310.0,367.0,1.1838709677419355,1565.1
Chhattisgarh,SARGUJA,2011,Onion,845.0,3563.0,4.216568047337278,1565.1
Chhattisgarh,SARGUJA,2011,Sannhamp,130.0,256.0,1.9692307692307693,1565.1
Chhattisgarh,SARGUJA,2011,Sugarcane,3850.0,23858.0,6.196883116883117,1565.1
Chhattisgarh,SARGUJA,2011,Sweet potato,644.0,3076.0,4.77639751552795,1565.1
Chhattisgarh,SARGUJA,2011,Tobacco,5.0,2.0,0.4,1565.1
Chhattisgarh,SARGUJA,2011,Turmeric,207.0,196.0,0.9468599033816425,1565.1
Chhattisgarh,SARGUJA,2012,Banana,175.0,3534.0,20.194285714285716,1309.5
Chhattisgarh,SARGUJA,2012,Coconut,67.0,0.0,0.0,1309.5
Chhattisgarh,SARGUJA,2012,Coriander,312.0,65.0,0.20833333333333334,1309.5
Chhattisgarh,SARGUJA,2012,Dry chillies,987.0,1018.0,1.0314083080040526,1309.5
Chhattisgarh,SARGUJA,2012,Garlic,228.0,670.0,2.93859649122807,1309.5
Chhattisgarh,SARGUJA,2012,Ginger,314.0,347.0,1.105095541401274,1309.5
Chhattisgarh,SARGUJA,2012,Onion,872.0,2639.0,3.0263761467889907,1309.5
Chhattisgarh,SARGUJA,2012,Sannhamp,135.0,45.0,0.3333333333333333,1309.5
Chhattisgarh,SARGUJA,2012,Sugarcane,4406.0,10452.0,2.3722197004085337,1309.5
Chhattisgarh,SARGUJA,2012,Sweet potato,542.0,3207.0,5.916974169741698,1309.5
Chhattisgarh,SARGUJA,2012,Tobacco,5.0,1.0,0.2,1309.5
Chhattisgarh,SARGUJA,2012,Turmeric,213.0,196.0,0.92018779342723,1309.5
Chhattisgarh,SARGUJA,2013,Bajra,107.0,98.0,0.9158878504672897,1113.2
Chhattisgarh,SARGUJA,2013,Banana,184.0,7937.0,43.13586956521739,1113.2
Chhattisgarh,SARGUJA,2013,Coconut,2.0,0.0,0.0,1113.2
Chhattisgarh,SARGUJA,2013,Coriander,280.0,83.0,0.29642857142857143,1113.2
Chhattisgarh,SARGUJA,2013,Cotton(lint),2.0,5.0,2.5,1113.2
Chhattisgarh,SARGUJA,2013,Dry chillies,906.0,679.0,0.7494481236203091,1113.2
Chhattisgarh,SARGUJA,2013,Garlic,212.0,547.0,2.580188679245283,1113.2
Chhattisgarh,SARGUJA,2013,Ginger,309.0,369.0,1.1941747572815533,1113.2
Chhattisgarh,SARGUJA,2013,Jowar,1460.0,1027.0,0.7034246575342465,1113.2
Chhattisgarh,SARGUJA,2013,Onion,844.0,4971.0,5.889810426540285,1113.2
Chhattisgarh,SARGUJA,2013,Sugarcane,5228.0,12392.0,2.3703136954858453,1113.2
Chhattisgarh,SARGUJA,2013,Sweet potato,595.0,3198.0,5.374789915966386,1113.2
Chhattisgarh,SARGUJA,2013,Tobacco,5.0,5.0,1.0,1113.2
Chhattisgarh,SARGUJA,2013,Turmeric,209.0,198.0,0.9473684210526315,1113.2
Chhattisgarh,SARGUJA,2015,Banana,266.0,5154.0,19.37593984962406,1204.0
Chhattisgarh,SARGUJA,2015,Coconut,36.0,0.0,0.0,1204.0
Chhattisgarh,SARGUJA,2015,Coriander,271.0,83.0,0.3062730627306273,1204.0
Chhattisgarh,SARGUJA,2015,Dry chillies,913.0,377.0,0.4129244249726177,1204.0
Chhattisgarh,SARGUJA,2015,Garlic,255.0,669.0,2.623529411764706,1204.0
Chhattisgarh,SARGUJA,2015,Ginger,336.0,336.0,1.0,1204.0
Chhattisgarh,SARGUJA,2015,Jowar,1209.0,1087.0,0.8990901571546733,1204.0
Chhattisgarh,SARGUJA,2015,Onion,1008.0,5257.0,5.215277777777778,1204.0
Chhattisgarh,SARGUJA,2015,Sugarcane,14674.0,32524.0,2.216437235927491,1204.0
Chhattisgarh,SARGUJA,2015,Sweet potato,567.0,3891.0,6.862433862433862,1204.0
Chhattisgarh,SARGUJA,2015,Turmeric,242.0,244.0,1.0082644628099173,1204.0
Delhi,SOUTH DELHI,2010,Potato,51.0,15862.0,311.01960784313724,1979.8
Delhi,SOUTH DELHI,2010,Sugarcane,3.0,226.0,75.33333333333333,1979.8
Delhi,SOUTH DELHI,2011,Potato,48.0,14928.0,311.0,1462.2
Delhi,SOUTH DELHI,2011,Sugarcane,3.0,226.0,75.33333333333333,1462.2
Delhi,SOUTH DELHI,2012,Potato,689.0,14652.0,21.265602322206096,598.6
Delhi,SOUTH DELHI,2012,Sugarcane,3.0,226.0,75.33333333333333,598.6
Delhi,SOUTH DELHI,2013,Potato,689.0,14652.0,21.265602322206096,1755.3
Delhi,SOUTH DELHI,2013,Sugarcane,3.0,226.0,75.33333333333333,1755.3
Delhi,SOUTH DELHI,2014,Potato,436.0,9273.0,21.26834862385321,1094.5
Goa,SOUTH GOA,2010,Sugarcane,921.0,49109.0,53.321389793702494,2663.0
Goa,SOUTH GOA,2011,Sugarcane,915.0,46584.0,50.911475409836065,3318.9
Goa,SOUTH GOA,2012,Sugarcane,854.0,46055.0,53.92857142857143,2659.8
Goa,SOUTH GOA,2013,Arecanut,1740.0,2895.0,1.6637931034482758,2699.1
Goa,SOUTH GOA,2013,Banana,2324.0,26308.0,11.32013769363167,2699.1
Goa,SOUTH GOA,2013,Black pepper,737.0,234.0,0.3175033921302578,2699.1
Goa,SOUTH GOA,2013,Cashewnut,55936.0,24332.0,0.4349971395881007,2699.1
Goa,SOUTH GOA,2013,Coconut,25750.0,128100000.0,4974.757281553398,2699.1
Goa,SOUTH GOA,2013,Mango,4819.0,8944.0,1.8559867192363562,2699.1
Goa,SOUTH GOA,2013,Other Fresh Fruits,3839.0,41039.0,10.690023443605105,2699.1
Goa,SOUTH GOA,2013,Other Vegetables,7004.0,79920.0,11.410622501427756,2699.1
Goa,SOUTH GOA,2013,Pineapple,295.0,4900.0,16.610169491525422,2699.1
Goa,SOUTH GOA,2013,Sugarcane,872.0,47669.0,54.66628440366973,2699.1
Goa,SOUTH GOA,2019,Arecanut,1971.0,3704.0,1.8792491121258244,0.0
Goa,SOUTH GOA,2019,Banana,2460.0,30898.0,12.560162601626017,0.0
Goa,SOUTH GOA,2019,Black pepper,843.0,315.0,0.3736654804270463,0.0
Goa,SOUTH GOA,2019,Cashewnut,56476.0,28630.0,0.5069410014873574,0.0
Goa,SOUTH GOA,2019,Coconut,26542.0,167000000.0,6291.914701228242,0.0
Goa,SOUTH GOA,2019,Cond-spcs other,229.0,17.0,0.07423580786026202,0.0
Goa,SOUTH GOA,2019,Mango,5034.0,11006.0,2.186332936034962,0.0
Goa,SOUTH GOA,2019,Other Fresh Fruits,3905.0,31892.0,8.16696542893726,0.0
Goa,SOUTH GOA,2019,Other Vegetables,7852.0,74582.0,9.498471726948548,0.0
Goa,SOUTH GOA,2019,Pineapple,326.0,5156.0,15.815950920245399,0.0
Goa,SOUTH GOA,2019,Sugarcane,811.0,53708.0,66.22441430332923,0.0
Goa,SOUTH GOA,2019,Sweet potato,66.0,164.0,2.484848484848485,0.0
Goa,SOUTH GOA,2019,other oilseeds,684.0,1865.0,2.7266081871345027,0.0
Goa,SOUTH GOA,2020,Arecanut,2063.0,4043.0,1.9597673291323316,0.0
Goa,SOUTH GOA,2020,Banana,2472.0,29684.0,12.008090614886731,0.0
Goa,SOUTH GOA,2020,Black pepper,848.0,380.0,0.4481132075471698,0.0
Goa,SOUTH GOA,2020,Cashewnut,56829.0,27366.0,0.4815499128965845,0.0
Goa,SOUTH GOA,2020,Coconut,26629.0,164670000.0,6183.859701828833,0.0
Goa,SOUTH GOA,2020,Sugarcane,545.0,35633.0,65.38165137614679,0.0
Goa,SOUTH GOA,2020,Sweet potato,78.0,223.0,2.858974358974359,0.0
Goa,SOUTH GOA,2020,other oilseeds,639.0,1944.0,3.0422535211267605,0.0
Gujarat,AHMEDABAD,2010,Dry chillies,100.0,100.0,1.0,1168.5
Gujarat,AHMEDABAD,2010,Garlic,900.0,5000.0,5.555555555555555,1168.5
Gujarat,AHMEDABAD,2010,Guar seed,6300.0,3700.0,0.5873015873015873,1168.5
Gujarat,AHMEDABAD,2010,Onion,1000.0,27500.0,27.5,1168.5
Gujarat,AHMEDABAD,2010,Potato,5100.0,122300.0,23.980392156862745,1168.5
Gujarat,AHMEDABAD,2010,Sugarcane,100.0,7000.0,70.0,1168.5
Gujarat,AHMEDABAD,2011,Dry chillies,400.0,400.0,1.0,728.0999999999999
Gujarat,AHMEDABAD,2011,Garlic,1300.0,7900.0,6.076923076923077,728.0999999999999
Gujarat,AHMEDABAD,2011,Guar seed,7100.0,4100.0,0.5774647887323944,728.0999999999999
Gujarat,AHMEDABAD,2011,Potato,8700.0,222100.0,25.528735632183906,728.0999999999999
Gujarat,AHMEDABAD,2011,other oilseeds,29700.0,21000.0,0.7070707070707071,728.0999999999999
Gujarat,AHMEDABAD,2012,Dry chillies,100.0,100.0,1.0,607.5999999999999
Gujarat,AHMEDABAD,2012,Garlic,1100.0,5400.0,4.909090909090909,607.5999999999999
Gujarat,AHMEDABAD,2012,Guar seed,36600.0,22000.0,0.6010928961748634,607.5999999999999
Gujarat,AHMEDABAD,2012,Potato,6800.0,175200.0,25.764705882352942,607.5999999999999
Gujarat,AHMEDABAD,2013,Banana,25.0,1819.0,72.76,1012.2
Gujarat,AHMEDABAD,2013,Dry chillies,169.0,170.0,1.0059171597633136,1012.2
Gujarat,AHMEDABAD,2013,Garlic,1031.0,6361.0,6.169738118331717,1012.2
Gujarat,AHMEDABAD,2013,Guar seed,60033.0,53190.0,0.8860126930188397,1012.2
Gujarat,AHMEDABAD,2013,Potato,6287.0,170881.0,27.180054079847302,1012.2
Gujarat,AHMEDABAD,2014,Dry chillies,30.0,27.0,0.9,931.9
Gujarat,AHMEDABAD,2014,Garlic,2353.0,13759.0,5.847428814279643,931.9
Gujarat,AHMEDABAD,2014,Guar seed,41013.0,31724.0,0.7735108380269671,931.9
Gujarat,AHMEDABAD,2014,Potato,8731.0,214366.0,24.55228496163097,931.9
Gujarat,AHMEDABAD,2014,Sugarcane,73.0,5136.0,70.35616438356165,931.9
Gujarat,AHMEDABAD,2015,Dry chillies,23.0,22.0,0.9565217391304348,596.7
Gujarat,AHMEDABAD,2015,Garlic,2127.0,11850.0,5.571227080394922,596.7
Gujarat,AHMEDABAD,2015,Guar seed,38227.0,23635.0,0.6182802731053967,596.7
Gujarat,AHMEDABAD,2015,Potato,6201.0,148464.0,23.941944847605225,596.7
Gujarat,AHMEDABAD,2015,Sugarcane,50.0,3446.0,68.92,596.7
Gujarat,AHMEDABAD,2016,Dry chillies,161.0,237.0,1.4720496894409938,710.7
Gujarat,AHMEDABAD,2016,Garlic,2136.0,10923.0,5.11376404494382,710.7
Gujarat,AHMEDABAD,2016,Guar seed,28316.0,18880.0,0.6667608419268258,710.7
Gujarat,AHMEDABAD,2016,Potato,7915.0,193860.0,24.49273531269741,710.7
Gujarat,AHMEDABAD,2016,Sugarcane,80.0,5750.0,71.875,710.7
Gujarat,AHMEDABAD,2017,Garlic,6124.0,51802.0,8.458850424559111,1160.9
Gujarat,AHMEDABAD,2017,Guar seed,18627.0,14546.0,0.7809094325441563,1160.9
Gujarat,AHMEDABAD,2017,Potato,7640.0,197907.0,25.904057591623037,1160.9
Gujarat,AHMEDABAD,2017,Sugarcane,120.0,7446.0,62.05,1160.9
Gujarat,AHMEDABAD,2018,Dry chillies,137.0,0.0,0.0,401.8
Gujarat,AHMEDABAD,2018,Garlic,1568.0,10535.0,6.71875,401.8
Gujarat,AHMEDABAD,2018,Guar seed,14582.0,10308.0,0.7068989164723631,401.8
Gujarat,AHMEDABAD,2018,Potato,7734.0,237448.0,30.7018360486165,401.8
Gujarat,AHMEDABAD,2018,Sugarcane,91.0,6067.0,66.67032967032966,401.8
Gujarat,AHMEDABAD,2019,Garlic,1598.0,10751.0,6.727784730913642,906.1
Gujarat,AHMEDABAD,2019,Potato,7401.0,224556.0,30.341305229023106,906.1
Gujarat,AHMEDABAD,2019,Sugarcane,73.0,4745.0,65.0,906.1
Gujarat,AHMEDABAD,2020,Banana,30.0,2180.0,72.66666666666667,975.7
Gujarat,AHMEDABAD,2020,Dry chillies,5245.0,12519.0,2.3868446139180173,975.7
Gujarat,AHMEDABAD,2020,Garlic,657.0,5269.0,8.019786910197869,975.7
Gujarat,AHMEDABAD,2020,Potato,8391.0,250218.0,29.81980693600286,975.7
Gujarat,AHMEDABAD,2020,Sugarcane,15.0,1050.0,70.0,975.7
Gujarat,AMRELI,2010,Banana,300.0,20000.0,66.66666666666667,834.1
Gujarat,AMRELI,2010,Dry chillies,200.0,200.0,1.0,834.1
Gujarat,AMRELI,2010,Garlic,2200.0,12600.0,5.7272727272727275,834.1
Gujarat,AMRELI,2010,Onion,6600.0,179500.0,27.196969696969695,834.1
Gujarat,AMRELI,2010,Sugarcane,10200.0,523000.0,51.27450980392157,834.1
Gujarat,AMRELI,2011,Banana,200.0,11700.0,58.5,802.8
Gujarat,AMRELI,2011,Dry chillies,200.0,200.0,1.0,802.8
Gujarat,AMRELI,2011,Garlic,2200.0,13000.0,5.909090909090909,802.8
Gujarat,AMRELI,2011,Sugarcane,18100.0,803000.0,44.3646408839779,802.8
Gujarat,AMRELI,2012,Banana,200.0,14000.0,70.0,402.1
Gujarat,AMRELI,2012,Garlic,800.0,3500.0,4.375,402.1
Gujarat,AMRELI,2012,Sugarcane,22400.0,167300.0,7.46875,402.1
Gujarat,AMRELI,2013,Dry chillies,10.0,10.0,1.0,796.1
Gujarat,AMRELI,2013,Garlic,3063.0,15277.0,4.987593862226575,796.1
Gujarat,AMRELI,2013,Guar seed,285.0,253.0,0.887719298245614,796.1
Gujarat,AMRELI,2013,Potato,158.0,4196.0,26.556962025316455,796.1
Gujarat,AMRELI,2013,Sugarcane,25604.0,1433866.0,56.00164036869239,796.1
Gujarat,AMRELI,2014,Banana,120.0,8848.0,73.73333333333333,651.1
Gujarat,AMRELI,2014,Dry chillies,270.0,270.0,1.0,651.1
Gujarat,AMRELI,2014,Garlic,866.0,4911.0,5.670900692840647,651.1
Gujarat,AMRELI,2014,Guar seed,13843.0,10708.0,0.7735317488983602,651.1
Gujarat,AMRELI,2014,Potato,11000.0,325380.0,29.58,651.1
Gujarat,AMRELI,2014,Sugarcane,34798.0,2136143.0,61.38694752571987,651.1
Gujarat,AMRELI,2015,Banana,8.0,579.0,72.375,747.4
Gujarat,AMRELI,2015,Garlic,1394.0,5913.0,4.241750358680058,747.4
Gujarat,AMRELI,2015,Guar seed,13301.0,8224.0,0.6182993759867679,747.4
Gujarat,AMRELI,2015,Potato,21930.0,540289.0,24.636981304149568,747.4
Gujarat,AMRELI,2015,Sugarcane,29116.0,1692755.0,58.138308833630994,747.4
Gujarat,AMRELI,2016,Dry chillies,20.0,20.0,1.0,680.0
Gujarat,AMRELI,2016,Garlic,1706.0,9659.0,5.661781946072685,680.0
Gujarat,AMRELI,2016,Guar seed,6344.0,4230.0,0.6667717528373266,680.0
Gujarat,AMRELI,2016,Potato,21870.0,619793.0,28.33987197073617,680.0
Gujarat,AMRELI,2016,Sugarcane,26061.0,1489497.0,57.154253482214806,680.0
Gujarat,AMRELI,2017,Dry chillies,10.0,10.0,1.0,655.8000000000001
Gujarat,AMRELI,2017,Garlic,2590.0,15464.0,5.9706563706563704,655.8000000000001
Gujarat,AMRELI,2017,Guar seed,3283.0,2184.0,0.6652452025586354,655.8000000000001
Gujarat,AMRELI,2017,Potato,20320.0,539482.0,26.549311023622046,655.8000000000001
Gujarat,AMRELI,2017,Sugarcane,29288.0,1569543.0,53.58996858781754,655.8000000000001
Gujarat,AMRELI,2018,Garlic,2251.0,16835.0,7.478898267436695,422.6
Gujarat,AMRELI,2018,Guar seed,3653.0,2640.0,0.7226936764303312,422.6
Gujarat,AMRELI,2018,Potato,18768.0,632082.0,33.6787084398977,422.6
Gujarat,AMRELI,2018,Sugarcane,23546.0,1822927.0,77.4198165293468,422.6
Gujarat,AMRELI,2019,Garlic,1734.0,13234.0,7.632064590542099,950.0
Gujarat,AMRELI,2019,Potato,18014.0,495288.0,27.494615299211723,950.0
